City,AQI,PM2.5,PM10,NO2,CO,SO2,O3,Temperature (°C),Humidity (%),Wind Speed (km/h),Rainfall (mm),Pressure (hPa),Vehicle Count,Industrial Activity Index,Health Impact Score
Surat,260,90.71814788,143.7576963,26.13670389,1.028375218,31.03622701,21.65201339,19.57229407,22.21927294,16.29258357,48.88774204,994.8859189,491178,0.390608081,10
Kolkata,197,151.4448848,47.05339383,59.89342652,1.623974397,38.98814655,15.42693593,38.38542489,47.26054798,8.732148285,298.9833666,1038.793615,200385,7.343173273,10
Surat,145,76.04005143,80.72983302,5.146593804,4.417787191,10.52981768,88.65123395,13.53013452,71.93624965,18.44663007,197.6455468,993.9108139,103457,1.506349939,10
Pune,236,136.3451844,188.2797922,68.56542261,8.143463388,19.32081907,84.45415509,10.93770839,95.04381793,1.470257461,92.84408076,1027.770951,248929,7.481357381,10
Ludhiana,159,85.09674,38.71929247,22.23989862,5.061908413,23.32132034,64.69831897,13.74433655,43.1026966,12.12447293,170.5611224,1039.442816,377517,5.282009095,10
Indore,471,230.4085875,283.6284737,58.94852597,8.008069644,38.92513556,33.17983425,34.64763449,51.82518984,7.66941127,49.36525513,959.4396995,274092,9.60023549,10
Thane,363,70.71207318,256.940231,13.76293499,2.297678227,43.52198894,77.86252464,29.07840998,87.85346881,16.71493211,18.98241523,1011.621313,288932,1.990968439,10
Meerut,371,208.0315743,224.544709,79.19698716,3.548202334,9.511339698,78.14000863,32.26852672,77.64948805,5.718503623,10.19334297,955.6045535,146438,8.718206436,10
Jaipur,280,237.9690513,121.9719334,7.765418386,3.454269173,2.693693067,44.62665676,13.86778601,86.08961598,2.239995513,285.3356388,956.7274149,426636,3.534931717,10
Agra,331,175.3693789,196.193072,14.47447415,0.581396837,18.60062944,59.17658547,28.63448281,73.71249967,19.72945076,23.69240451,977.5354534,331361,9.661759673,10
Delhi,465,139.8277433,229.0049563,51.11236368,2.169722972,7.677932589,11.40983441,13.5177152,95.78416089,18.44093166,234.3854661,973.5769588,468886,4.772828844,10
Agra,131,42.90783403,156.6095595,29.53756411,1.129834724,28.9646539,54.92775749,19.18664616,76.26330771,0.648489875,276.7444283,956.6313581,98573,4.337095274,10
Chennai,80,131.3324859,135.2718537,21.41248809,4.889421885,45.10039132,75.88844355,40.35714622,28.2013259,19.037747,54.9508587,1006.154037,461482,1.960828692,10
Ahmedabad,486,82.0754534,286.9060057,34.39258961,8.152014809,33.25334216,89.54904811,17.56242508,84.91251684,3.189202001,213.9182029,1048.298823,187938,1.475006716,10
Bhopal,129,240.8946361,288.2751178,75.91182145,4.591546201,43.25255426,57.0037409,16.95638583,70.95881979,8.396221019,134.8809462,985.5759619,12161,6.239894328,10
Vadodara,493,64.90436368,224.3196707,50.79469547,4.844281171,7.347356425,19.92366136,21.24280985,73.11791319,5.496349433,173.5399702,1011.945957,396336,2.028235729,10
Ludhiana,148,58.48787594,28.48698002,22.04516156,6.50639789,31.48976151,84.09320846,36.56801846,40.01112478,3.524506622,285.1738281,978.8926504,302842,6.047368737,10
Pune,321,192.9339126,299.4418813,36.67073402,7.080892264,34.82416907,95.33568765,42.22509984,45.25244676,6.324182405,248.5844662,969.6164169,473389,1.406446821,10
Vadodara,200,118.7793509,143.149438,46.07263519,5.043617114,12.96424932,95.75678759,40.72769621,96.52754185,10.37054162,285.0040853,952.5317164,407596,5.007433388,10
Patna,498,218.3763395,259.0287964,77.13515067,9.774329082,20.24250062,97.81986462,14.34035037,43.95653922,5.317611243,31.89316817,1031.305803,238109,2.483802892,10
Thane,154,184.1019819,170.9126418,62.68829199,4.545040451,43.27943277,8.958657298,39.4149991,21.02468489,18.20974823,59.66438243,971.8445436,22989,4.717685653,10
Bangalore,245,173.9217488,166.7528087,47.12434131,4.228571198,39.04604287,17.57718956,37.05715707,32.77147348,6.059775379,285.9020664,953.3803806,51887,8.795140506,10
Srinagar,72,37.92776096,267.8250679,62.87949694,9.044943984,39.23136687,6.586114486,16.48870593,59.88644075,8.292823577,131.5321904,979.5692428,382306,3.356665937,10
Bhopal,253,206.1523817,83.97007031,40.8646221,4.523943873,47.55282214,18.21566638,38.25291158,26.67145949,1.842314046,186.0511998,1037.82053,381283,2.16508363,10
Chennai,349,198.3151996,107.5974197,57.77311583,4.023594467,24.21309676,18.91034291,21.4878894,65.85848174,13.65720019,171.2255772,1026.055021,348527,3.997821157,10
Indore,324,108.9684285,190.727728,72.9417435,3.809124925,37.64327693,34.50402944,13.47659653,71.66889817,8.21599081,102.704679,952.8092152,58421,1.472044986,10
Srinagar,390,94.62851233,26.4691531,72.1491898,7.736490133,14.42303762,54.48488608,25.55602773,51.48404934,13.96137374,215.2167552,963.6046434,438306,7.204638931,10
Hyderabad,237,10.88986416,213.7963019,26.05119812,4.685601688,18.97999985,78.11611303,15.34244474,89.23489041,3.476991663,287.6084614,1032.503593,11938,1.235516232,10
Kolkata,159,193.2231734,237.5727701,32.56247822,8.337909669,34.67448871,96.62176427,22.55673769,80.14571307,14.49051317,253.1204936,960.2507029,182475,4.214665554,10
Mumbai,396,34.0631232,196.0598845,45.37173726,6.008168446,29.14365639,80.62141763,20.50576583,67.84512462,7.81152417,292.7575884,1024.616506,77553,5.312759163,10
Pune,96,157.7788235,258.3450996,70.34901521,4.82549117,8.975892931,39.0538639,40.67678079,53.49801644,14.83725438,224.2205086,999.2513683,308007,0.642210841,10
Jaipur,319,184.0753191,71.35114886,34.1872586,4.723704672,8.487122881,54.3581311,35.41712686,88.22170751,17.52630796,163.7995434,950.4422442,130729,5.535659746,10
Vadodara,114,206.7667585,225.5649795,59.66738158,3.258985512,38.92699424,51.92201545,35.34807028,52.26981001,7.486342386,247.2947748,1010.140041,446676,4.34708794,10
Patna,408,230.8389438,265.9101484,45.06050368,5.486980672,33.90209546,77.81747387,40.32455705,58.09948629,9.071451761,291.8589018,963.7578622,141491,9.252091927,10
Kolkata,289,57.15135866,30.27995346,48.00657974,7.84486199,20.11299028,85.59354594,40.92124789,28.89270959,14.95350523,186.0984019,969.4371562,218895,3.740023166,10
Nagpur,476,44.1153567,191.8563578,29.09321442,8.978405705,8.703282595,13.52438605,18.82269386,44.5828819,11.04714226,266.0793456,1025.661387,488882,1.332110998,10
Kolkata,493,139.4499099,56.46214309,17.20947524,3.066924898,35.68349113,79.50371149,10.54020941,68.61530128,4.724941379,210.3391557,992.1533526,187685,8.226869524,10
Srinagar,389,211.9491498,205.0923822,60.52250378,7.415993685,42.01130556,45.11169482,22.9590723,66.89091601,6.784925368,254.5550398,987.7640949,92586,7.264762725,10
Varanasi,241,35.83386435,276.2385637,31.82439896,9.303803364,47.34872999,88.93822254,42.27615758,56.45793662,5.2787088,117.0196141,1003.061355,358096,8.115007199,10
Mumbai,424,44.35880333,134.7450586,41.05706183,1.783855772,32.57315747,59.10844527,40.55141082,46.40994388,9.232718611,278.5766937,964.7630594,331471,0.736547341,10
Nashik,120,63.55296314,174.3841017,65.39546658,5.574642797,26.15507544,25.42989574,38.07440554,96.67793529,16.8296848,61.80601109,1018.3438,179578,0.27507016,10
Kolkata,312,72.04079787,175.4424786,33.64995526,9.149406591,41.58960642,86.83034528,14.62552874,92.39088545,1.372087311,254.7486749,994.4024605,365115,1.964148229,10
Bhopal,118,172.3045791,123.4546911,35.27388388,3.565002886,19.44886744,52.39764872,36.34334132,48.70891619,7.168902074,222.5930464,992.0533449,136578,1.183427693,10
Kolkata,172,244.4612816,151.9001524,56.29909844,2.886718364,7.963362513,40.38566953,32.58400552,58.67152815,12.56107507,167.5892003,1003.435454,495054,9.240597743,10
Kolkata,81,191.0154881,160.640379,8.168492031,0.814172785,26.22529875,56.20322769,14.45372411,87.90726972,7.347682619,127.795914,1021.968845,426285,3.294071615,10
Bhopal,200,231.4513082,154.9136125,74.17060364,1.145223507,5.124120479,35.54865962,16.23734008,83.39833772,8.453999382,127.2260783,990.4294356,86707,7.867919629,10
Hyderabad,197,72.54879513,97.42809623,39.54473983,2.368785061,16.02597814,50.8432502,37.51530527,34.38828607,2.809106811,237.223045,1049.546858,488831,0.885412121,10
Chennai,133,177.2016144,140.4640148,43.23586288,7.644747872,8.320311477,67.303615,10.05475275,34.60129173,0.613812249,151.2267766,1045.660575,164353,0.746360473,10
Kolkata,331,72.24953329,84.86406234,68.4740143,2.866867368,4.843697166,87.28728544,19.78396913,63.9216196,3.437284501,180.2286598,985.1511936,144010,0.552454452,10
Mumbai,462,42.06770485,297.5800672,54.15857591,8.654464879,3.581347861,26.6829324,27.32646859,37.67887202,16.8940089,75.86182258,973.3965936,216613,9.697627146,10
Agra,240,31.51365273,130.6162659,29.29148079,3.816245387,34.60988506,56.14180992,42.27736263,72.77276476,9.221797237,143.0136565,1043.90718,229827,1.214784952,10
Chennai,111,110.821875,98.51297014,11.89522472,2.961909578,49.80132872,50.51396704,22.11773007,47.85000684,10.30459213,32.61264123,1045.446888,274186,4.158421253,10
Delhi,451,63.68274924,274.752237,46.64676631,3.373819456,6.270811459,32.16007041,22.16657176,41.04337512,15.18724939,16.11744953,1018.720683,497626,4.608567414,10
Bangalore,366,137.2156048,238.5506304,47.17641265,6.90293826,25.20618398,71.12237891,34.29222789,43.91899766,8.554230854,245.9468559,1020.511518,16012,7.42002347,10
Chennai,347,73.6536747,195.283366,71.21490308,5.093344604,31.51108478,42.37679889,37.30348942,80.88995305,19.83602496,117.0606553,999.0604085,58047,2.065234207,10
Mumbai,185,192.0510431,97.52657878,12.91485693,5.694698889,49.02575522,98.64269142,43.02685685,42.77376061,12.95061497,167.6881962,1025.204427,430486,0.702464706,10
Kolkata,313,179.7095876,274.9444002,73.06979369,1.20130444,28.76766125,48.75352123,27.18294498,99.89144409,3.591622164,130.4263546,1022.428587,6087,2.395008987,10
Ahmedabad,451,105.2901698,187.8176014,58.76458929,3.094981146,22.87211619,54.19767917,40.30079619,35.33144316,8.327973983,170.476042,990.3386853,467576,7.519822041,10
Nashik,81,220.1853893,151.400792,55.94623855,3.443640404,13.23028924,43.01604901,24.43891948,84.1005671,7.089940961,16.89829755,1034.710183,106629,2.368085156,10
Srinagar,177,22.95695461,127.6416339,33.73980604,1.28045897,41.15272826,39.29869065,29.12976038,82.51171613,0.883795129,164.8034104,976.663287,493157,9.904333143,10
Rajkot,92,193.6932751,295.7481584,76.80682859,0.852103138,26.67918318,93.8331501,30.0449948,80.83686636,8.743477604,96.02165107,976.711832,51204,9.390303761,10
Hyderabad,88,209.1698761,190.9835929,60.50200539,7.457314974,18.58096067,65.7148885,37.25617757,75.71772632,9.538854298,22.79897386,991.785287,380456,5.068514424,10
Srinagar,120,19.98556297,82.87986117,72.00002447,8.983524309,34.45381638,56.93197471,42.38056563,63.37201918,19.33816043,74.99316556,968.8564764,330305,5.887818819,10
Agra,97,84.05147073,106.5383923,73.29002915,7.860192635,4.12508367,60.06420675,29.1974655,54.91854362,19.65442861,12.49053271,985.071503,66824,7.087624107,10
Pune,445,122.0553044,73.25984681,15.12824246,1.026531254,14.66036718,71.98078971,27.72799935,73.19272014,12.0178927,119.7732393,995.1421809,393643,9.688505358,10
Lucknow,222,79.43345217,244.5993689,77.72792439,1.032795158,15.46902658,64.96947687,36.65116072,59.89612116,8.180578071,269.6954405,1035.749482,111523,1.680039711,10
Jaipur,188,148.6823808,38.75284894,64.5860696,5.982801077,44.25144301,73.55553451,13.59793801,35.68584719,18.98016534,202.6799498,1032.594971,421358,7.409244518,10
Ludhiana,416,45.28034841,218.2075596,77.55429321,8.943459452,22.09336477,42.02232238,36.33828434,30.07837824,8.505742247,12.60182149,972.2192365,388896,1.075820793,10
Pune,323,166.4778164,48.86045897,7.566935932,1.646812349,30.02657751,32.35558774,30.69307509,86.37919092,14.33772701,251.8944964,1027.779864,86174,8.249683837,10
Lucknow,277,123.1404276,268.7555317,20.78661476,4.019744382,47.4708498,8.396108896,30.52756431,44.26983224,3.729958815,10.54878066,1021.593416,290515,0.38678159,10
Surat,458,152.0413676,137.0407168,59.63840066,6.143657187,21.29582639,77.62511894,40.06147205,68.19136699,0.799256324,240.6031461,1013.564584,282169,5.72132315,10
Rajkot,312,100.5750082,194.7302588,64.61004945,4.242417072,18.97352387,58.64673802,28.17464438,89.5208519,7.377108048,49.43803587,1016.189698,82223,1.244415765,10
Ahmedabad,131,109.375504,71.82723531,76.55524415,7.345665582,35.46229944,95.52531138,21.35068688,92.78172894,16.54095599,197.449983,1017.914167,296531,3.294259078,10
Vadodara,281,130.4615241,99.34404788,60.41469864,6.077025465,37.38758479,92.11099186,21.82972878,82.63661329,7.258105569,35.40252897,1006.219234,466194,6.282813517,10
Bhopal,76,37.07126203,177.6685713,78.12195476,2.080923911,23.52831705,93.8976753,19.48532808,60.54147974,19.11602861,296.2736484,1035.788955,86195,5.550870031,10
Lucknow,349,194.0661332,155.9526163,37.40458334,9.812466625,45.96297194,75.76056056,43.99801413,32.38099298,3.413459835,59.01919542,1029.089818,216581,3.2515935,10
Thane,283,199.7463898,233.4019228,79.50124873,9.102726979,29.46852662,14.90254405,28.44529088,31.44212992,6.00068465,35.95373923,1023.999377,33913,9.883480836,10
Nagpur,53,85.5762817,37.60264208,72.58577597,4.54333464,28.94498028,47.12513661,12.94476628,82.4941505,0.524500872,95.07877417,950.8305024,424408,7.930953442,10
Rajkot,477,182.0099661,49.03832243,54.72751358,3.635855354,27.8647926,18.42546356,30.19135434,33.385972,14.57721445,264.3765592,955.6378898,386300,8.266593301,10
Agra,63,58.57996441,294.9495633,67.89653407,1.192732223,27.15261986,54.52741756,12.57749794,42.57159645,17.59453111,86.36084825,960.8666629,27349,6.538070336,10
Hyderabad,464,13.36365777,65.52158519,58.11096022,1.127987097,34.56107475,17.66307114,29.98006672,97.84324359,2.457550785,265.5673516,991.2087619,497666,4.08005173,10
Ludhiana,366,177.4202136,193.3813047,47.2082303,1.156427727,7.702137753,25.93032102,32.32444173,49.89277813,12.81893402,35.9328382,998.5165612,325955,4.503433087,10
Varanasi,412,159.5781753,273.312585,17.79191177,4.175382178,11.51319302,6.773974463,13.80396911,29.08061463,18.02706548,219.0923995,1006.135989,454409,1.276022573,10
Patna,324,103.4195335,29.69182813,57.86215558,1.547438749,16.85598226,76.05348661,10.73770343,80.69614806,2.120870076,169.7133989,970.578669,141316,6.262498991,10
Thane,351,247.6405524,212.3223126,41.71337767,3.3775565,19.84438235,95.62230123,18.93474178,52.38047051,18.45470817,49.88826756,1024.853332,164354,5.343354001,10
Surat,122,89.68424967,279.247798,8.351259189,6.841551244,47.34657871,6.46096016,43.81754442,95.86393781,8.231769598,286.9240643,990.7532982,434958,6.010548836,10
Hyderabad,285,171.9216473,84.15472415,19.44710781,8.068653831,24.22381973,73.95459465,21.36618427,59.61782784,16.42161939,65.96872845,1002.63919,496189,7.184068589,10
Bhopal,403,52.5327028,190.4837659,71.30308879,3.80979653,46.29548733,85.44268919,39.93720116,72.237214,12.09907114,199.2012283,999.0570034,158227,8.029414325,10
Mumbai,447,195.201659,137.2046211,43.35561008,0.1202777,29.66661951,84.42317548,28.75648041,86.44671683,10.57316003,278.8798103,1001.088107,39004,3.264786276,10
Meerut,259,226.0333838,241.0915813,17.64320461,3.757711085,4.603887484,86.88943022,35.22241004,65.28724246,16.55245656,163.3050893,1009.144835,91823,2.988650132,10
Rajkot,449,247.8288578,38.31312121,35.83759499,2.300992313,35.09145183,68.47316099,43.8561818,63.59708489,4.384404998,169.18901,969.284492,238948,7.350554787,10
Chennai,123,51.22189652,91.16692123,64.81124844,4.581898878,19.8779657,47.93733162,19.04092848,65.72633765,16.75328319,272.3363156,1049.124697,193328,9.512634278,10
Kolkata,492,146.0095067,65.00686085,33.33596513,0.30478075,10.12750567,95.06688901,11.72142975,22.08388019,1.830226118,291.6207764,957.5494658,64275,3.899017776,10
Indore,164,95.53839112,75.11948636,15.01872234,4.888529654,33.03134455,11.01396427,40.73928956,83.72191852,3.041397761,251.0413297,1022.982873,472766,2.331854442,10
Indore,378,56.260899,24.98679708,71.81317836,8.770261127,4.594808365,55.33443988,11.01337687,84.42147004,1.921758246,74.32322658,1020.827404,89852,5.956043261,10
Lucknow,372,228.7409687,23.40156561,18.98769934,8.396448361,20.73124533,52.12509562,12.20435405,31.80058226,15.41719498,165.0046039,1047.277011,474148,1.393138804,10
Patna,485,249.6433496,238.8962032,78.36986063,9.949743152,18.31231936,13.83291706,22.08683469,69.82143233,2.557744783,183.7863603,994.2583451,151808,3.720484157,10
Surat,227,122.0011268,245.7499908,33.79476861,6.861686264,10.83696933,63.06301762,38.46575685,72.4062762,12.8386442,168.1215336,986.958036,82500,4.850640602,10
Rajkot,124,246.5792446,192.0744058,23.28010943,3.143027889,34.08074798,65.19319095,23.79575561,62.11109182,16.65859871,235.0509298,969.2621862,40020,4.585510345,10
Ahmedabad,414,49.95354205,32.39384245,45.89188526,1.906034762,5.6431847,79.33147102,22.11180363,71.37525055,12.1316554,213.7968841,1040.588425,158572,9.374683639,10
Chennai,290,39.08513182,111.7448512,52.10646636,6.416111484,4.805445786,28.11040668,15.27954884,87.02011291,15.93567437,98.39405764,995.9629623,216096,0.491686606,10
Nagpur,304,58.33097647,140.7890158,52.10658797,6.578993693,28.43276214,30.73830683,16.85870579,63.64542788,3.330846421,255.982801,991.5771909,319246,6.983089861,10
Srinagar,263,122.2163492,264.1401069,77.06973019,9.179873027,20.57751142,37.03193759,39.88049766,66.85442815,0.995366712,227.1904126,972.6343205,281591,4.95523863,10
Thane,324,238.7113867,51.43648759,18.93819806,7.783803148,49.56136197,26.79703556,14.94255416,73.50218613,0.878019764,222.7176569,961.8646598,165108,3.288546194,10
Mumbai,333,248.0205941,133.7386218,11.44331626,5.30054755,41.66958622,33.82709855,24.73132462,82.63940731,19.15074267,22.4919368,952.9832133,399548,9.697649215,10
Rajkot,379,197.0973642,89.78288825,36.82381836,9.116393103,22.87153365,51.29189745,14.79459657,65.39637934,10.59727137,241.2280968,1041.759758,193909,3.396268558,10
Patna,341,117.5413984,98.62763169,18.65481919,3.28345411,48.74920142,89.2845528,19.44628876,72.43844087,15.88121258,243.9374729,1026.42793,388750,8.495625058,10
Kolkata,152,123.1693442,214.8897923,15.43068327,7.004992402,12.45750779,30.16314179,39.02230283,52.5875364,9.925808103,45.52660683,1045.302621,216394,9.423022986,10
Patna,396,155.9435155,207.9344764,26.13638774,0.951723988,49.49340477,40.26637279,30.33536974,77.50267337,13.03367804,173.4304504,982.908766,110597,6.576595358,10
